OID_;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;IstRad;IstPKW;IstFuss;IstKrad;IstSonstige;ULICHTVERH;IstGkfz;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;UIDENTSTLAE;IstStrassenzustand
22819;5;1;54;52;2021;11;14;5;3;2;2;1;1;0;0;0;0;0;311149,357983395457268;5705031,453594312071800;6,281168933000060;51,464897745000030;5211125515210360000;1
22821;5;1;66;16;2021;1;16;1;3;0;3;1;1;0;0;0;0;0;307108,415227374061942;5689617,251247828826308;6,231440648000046;51,325094758000034;5210124514117880000;0
22823;5;1;16;0;2021;10;16;2;3;1;5;1;1;0;0;0;0;0;321145,477999473921955;5673400,285998148843646;6,440794358000062;51,184003196000049;5211004506100890000;0
22824;5;1;54;8;2021;10;15;1;3;0;1;1;0;0;0;0;0;0;315401,518999424763024;5745071,095997517928481;6,321188625000048;51,825926354000046;5211010515000590000;0
22829;5;1;54;12;2021;5;6;4;3;5;3;1;1;0;0;0;0;0;309098,470999316312373;5713732,103996979072690;6,246970960000056;51,542353392000052;5210505515210060000;1
22844;5;1;16;0;2021;4;21;2;3;5;3;1;1;0;0;0;2;0;321411,035849520005286;5672781,840226126834750;6,444897484000023;51,178530549000072;5210419506100980000;0
22847;5;3;70;28;2021;5;14;5;2;2;6;1;1;0;0;0;0;0;296672,850999056361616;5647668,531995629891753;6,105531221000035;50,944731259000037;5210520610122380000;0
22855;5;3;34;2;2021;10;16;3;3;5;2;1;1;0;0;0;0;0;296695,457999041303992;5628277,591995747759938;6,116621158000044;50,770583746000057;5211012608200250000;1
22856;5;3;70;4;2021;9;7;6;3;0;3;1;1;0;0;0;0;0;311486,555999328382313;5662013,914997404441237;6,308701441000039;51,078623685000082;5210910610211880000;0
22872;5;1;54;24;2021;12;17;6;3;5;3;1;1;0;0;0;2;0;312827,648958892561495;5735124,560420008376241;6,289245312000048;51,735738280000078;5211210515110080000;1
22877;5;3;34;2;2021;3;16;2;2;5;2;1;1;0;0;0;0;0;299442,713321984745562;5626200,588675251230597;6,156664369000055;50,752884752000057;5210301608200230000;0
22889;5;3;70;8;2021;12;17;4;3;3;6;1;1;0;0;0;2;0;289969,789902034215629;5654470,751640034839511;6,006318182000030;51,003414570000075;5211222610112070000;0
22900;5;1;54;16;2021;11;7;3;3;5;3;1;0;0;0;1;1;0;301530,909346638247371;5730136,123827699571848;6,128694010000061;51,687056399000028;5211116515211020000;1
22901;5;1;66;32;2021;6;21;4;3;5;3;1;1;0;0;0;0;0;314642,643999387510121;5686908,082997620105743;6,340859370000032;51,303265128000078;5210616514113080000;0
22904;5;3;58;24;2021;10;18;6;3;5;3;1;1;0;0;0;2;0;315058,763586806133389;5644223,817777089774609;6,368702179000024;50,919978053000079;5211022609224180000;1
22909;5;1;16;0;2021;5;18;6;3;5;3;1;0;0;0;1;0;0;321132,031831673346460;5671343,210041249170899;6,441625679000026;51,165519753000069;5210528506100090000;0
22913;5;1;54;52;2021;3;15;6;3;5;3;1;1;0;0;0;0;0;309850,525329909287393;5696410,186972247436643;6,267119060000027;51,387030254000081;5210305515210080000;0
22921;5;1;54;36;2021;6;14;6;3;0;3;1;1;0;0;0;0;0;301411,011683893390000;5740096,472400097176433;6,121280450000029;51,776458300000058;5210604515110890000;0
22922;5;3;70;24;2021;12;18;6;3;5;3;1;1;0;0;0;2;0;282151,886998765170574;5655919,352992588654160;5,894187672000044;51,013515521000045;5211203610113270000;0
22932;5;3;34;2;2021;10;12;6;3;5;2;1;1;0;0;0;0;0;296042,015999031253159;5631454,281995629891753;6,105603810000048;50,798885389000077;5211001608100080000;0
22934;5;3;34;2;2021;10;17;7;2;3;6;1;1;0;0;0;0;0;294128,981810728088021;5628167,008679904043674;6,080333954000025;50,768685589000029;5211009608100270000;0
22944;5;3;34;2;2021;2;13;7;2;4;6;1;0;0;0;0;0;0;292867,162660986185074;5627438,105101959779859;6,062874072000056;50,761690203000057;5210220608100980000;1
22946;5;3;34;2;2021;10;14;3;3;5;3;1;0;0;0;0;0;0;294130,655998989939690;5628167,017995338886976;6,080357659000072;50,768686266000032;5211026608100980000;0
22947;5;3;34;20;2021;6;15;4;3;0;1;1;0;0;0;0;0;0;306290,385495969094336;5605851,702247111126781;6,264273387000060;50,572421761000044;5210616608320770000;0
22952;5;1;66;12;2021;10;16;6;2;5;3;1;1;0;0;0;0;0;321047,967993291094899;5693201,423802001401782;6,429488042000060;51,361847410000053;5211001514210290000;0
22962;5;1;54;64;2021;10;9;4;3;5;3;1;1;0;0;0;0;0;305316,579999263398349;5722546,493996482342482;6,187615341000026;51,620221874000038;5211027515212220000;0
22966;5;3;70;40;2021;2;16;3;3;5;3;1;1;0;0;0;0;0;313059,214999354444444;5665706,821997538208961;6,329215556000065;51,112309995000032;5210223610212740000;0
22967;5;3;34;2;2021;2;17;2;3;3;1;1;0;0;0;1;2;0;295637,004132678732276;5630883,785706484690309;6,100181435000025;50,793618936000030;5210201608200050000;1
22970;5;1;16;0;2021;11;12;4;3;0;5;1;1;0;0;0;0;0;315167,564303072169423;5664729,667783558368683;6,359803139000064;51,104216217000044;5211110506100680000;0
22976;5;1;16;0;2021;12;15;3;2;5;3;1;1;0;0;0;0;0;319715,906188997440040;5677224,460393767803907;6,418440277000059;51,217906967000033;5211214506100880000;0
22978;5;1;54;36;2021;9;7;5;3;5;3;1;1;0;0;0;0;0;301760,197999220341444;5741043,124995879828930;6,125794785000039;51,785082981000073;5210923515110060000;0
22985;5;3;70;40;2021;3;8;6;3;4;2;1;1;0;0;0;0;0;309827,111999305896461;5670305,829997215420008;6,280667451000056;51,152555812000060;5210305610212440000;0
22988;5;3;70;40;2021;2;2;4;2;8;7;1;0;0;0;0;2;0;306373,443140611052513;5668738,095416637137532;6,232186652000053;51,137316858000077;5210217610212140000;1
23000;5;1;54;64;2021;1;17;1;2;0;7;1;0;0;0;1;1;0;304254,989999247714877;5723171,417996332049370;6,171950594000066;51,625465910000059;5210131515212090000;0
23004;5;1;66;8;2021;6;11;1;3;0;7;1;0;0;0;0;0;0;317119,394393322058022;5689928,533442443236709;6,374801436000041;51,331197570000029;5210620514214390000;0
23008;5;1;16;0;2021;6;12;4;3;5;2;1;1;0;0;0;0;0;321090,397999474778771;5673112,543998146429658;6,440150335000055;51,181401108000045;5210616506100920000;0
23009;5;1;66;4;2021;6;15;4;3;5;3;1;1;0;0;0;0;0;303805,155999209731817;5679983,680996481329203;6,189379512000073;51,237443925000036;5210609514122780000;0
23021;5;1;54;64;2021;9;21;7;3;8;1;1;0;0;0;0;2;0;308179,986335575580597;5727516,748611103743315;6,226202963000048;51,665842621000081;5210925515212070000;0
23022;5;3;34;16;2021;6;7;6;3;3;6;1;0;0;0;0;0;0;297150,092999058775604;5640152,511995751410723;6,116493088000027;50,877396293000061;5210604608416570000;0
23023;5;3;70;4;2021;4;13;3;3;5;3;1;1;0;0;0;0;0;311723,857999333180487;5661682,458997430279851;6,312257893000037;51,075724294000054;5210406610211880000;0
23024;5;3;34;2;2021;2;16;7;2;8;1;1;0;0;0;0;0;0;295228,533716379664838;5631901,171725880354643;6,093826236000041;50,802612181000029;5210220608200570000;0
23027;5;3;34;2;2021;10;10;6;3;3;2;1;1;0;0;0;0;0;293857,070115639828146;5629499,562284920364618;6,075736253000059;50,780556885000067;5211022608100580000;0
23057;5;3;70;8;2021;7;21;5;2;0;6;1;0;0;0;0;0;0;287638,269681488163769;5653484,097404861822724;5,973711942000023;50,993698762000065;5210708610112120000;0
23066;5;3;34;2;2021;6;12;2;3;4;6;1;0;0;0;0;0;0;299648,740999095141888;5619691,607996221631765;6,163116581000054;50,694492997000054;5210614608200040000;0
23076;5;3;70;4;2021;4;12;4;3;3;6;1;0;0;0;0;0;1;312079,014033587649465;5661602,713204680010676;6,317363427000032;51,075124378000055;5210428610211040000;0
23077;5;3;34;2;2021;3;12;4;3;0;2;1;1;0;0;1;0;0;295223,397867832332850;5628476,607065919786692;6,095661327000073;50,771853465000049;5210331608100680000;0
23081;5;1;66;24;2021;6;15;6;3;0;3;1;1;0;0;0;0;0;308024,613999280147254;5679154,640996990725398;6,250194763000025;51,231432830000074;5210618514115570000;0
23083;5;1;16;0;2021;6;13;4;3;1;5;1;1;0;0;0;0;0;321770,329568610526621;5670057,904633879661560;6,451382334000073;51,154172628000026;5210630506100090000;0
23097;5;3;34;32;2021;9;7;4;3;0;1;1;0;0;0;0;0;0;303616,091057711280882;5629832,288225540891290;6,213817164000034;50,786932287000070;5210915608332590000;1
23102;5;3;34;2;2021;3;22;7;3;0;1;1;1;0;0;0;2;0;294149,180143709294498;5628166,945260105654597;6,080620046000035;50,768692185000077;5210327608100880000;0
23103;5;1;66;32;2021;11;14;6;3;5;3;1;1;0;0;0;0;0;319713,111999456770718;5682265,161998027935624;6,415862827000069;51,263186624000070;5211112514110080000;0
23118;5;1;54;32;2021;9;18;4;3;5;2;1;1;0;0;0;0;0;309848,935999329201877;5719015,805997040122747;6,254921857000056;51,590061251000066;5210908515212790000;0
23119;5;1;16;0;2021;12;10;6;2;0;1;1;0;0;0;0;1;0;321390,959999476559460;5667937,222998175770044;6,447015073000046;51,135003556000072;5211217506100790000;1
23121;5;1;16;0;2021;5;12;5;3;0;1;1;0;0;0;0;0;0;320117,353757981210947;5669128,759004920721054;6,428235059000031;51,145308766000028;5210520506100690000;0
23125;5;1;66;32;2021;7;17;6;3;5;3;1;0;0;0;1;0;0;316952,839984189718962;5679513,657081337645650;6,377749768000058;51,237591153000039;5210702514110570000;0
23130;5;3;34;36;2021;5;5;3;3;4;6;1;0;0;0;0;1;0;302032,693303485400975;5636054,073049195110798;6,188025271000072;50,842277679000063;5210511608436880000;1
23136;5;3;34;2;2021;6;16;1;3;5;2;1;1;0;0;0;0;0;295606,911518473178148;5625847,636693565174937;6,102552901000024;50,748376984000060;5210627608100560000;0
23144;5;1;54;36;2021;3;11;7;3;5;3;1;1;0;0;0;0;0;301088,770999211817980;5745117,992995750159025;6,113735598000062;51,821436454000036;5210306515110070000;0
23146;5;3;34;2;2021;10;12;6;3;5;2;1;1;0;0;0;0;0;294574,239191822707653;5628080,749991867691278;6,086688037000044;50,768068692000043;5211008608100170000;0
23148;5;1;66;32;2021;10;20;6;2;4;1;1;0;0;0;0;2;0;318091,896999435499310;5685377,009997904300690;6,391067028000066;51,290624578000063;5211029514111080000;1
23159;5;1;66;32;2021;4;14;7;2;0;3;1;1;0;0;0;0;0;314820,779999389313161;5683009,150997648015618;6,345433156000070;51,268301365000070;5210424514111370000;0
23164;5;3;70;40;2021;4;17;2;2;0;7;1;0;0;0;0;0;0;310439,302685805596411;5670120,646737441420555;6,289508330000046;51,151095542000064;5210426610212070000;0
23165;5;1;16;0;2021;3;6;4;2;0;2;1;1;0;0;0;1;0;320970,806999471969903;5675149,204998131841421;6,437425866000069;51,199659422000082;5210303506100180000;0
23168;5;1;16;0;2021;6;18;4;3;0;1;1;0;0;0;0;0;0;321377,248205034993589;5673582,313538180664182;6,444016690000069;51,185710859000039;5210630506100380000;1
23169;5;1;54;16;2021;2;20;3;2;0;1;1;0;0;0;0;2;0;303258,510625552386045;5728577,445019250735641;6,154532498000037;51,673666814000057;5210223515211020000;0
23180;5;1;66;32;2021;1;6;3;3;5;3;1;1;0;0;0;2;0;315755,523342787288129;5681410,296455841511488;6,359641009000029;51,254242507000072;5210119514111080000;1
23184;5;3;70;16;2021;1;5;1;3;6;4;1;0;1;0;0;2;0;295214,990444695577025;5665049,875921081751585;6,074991899000054;51,100313326000048;5210131610111960000;2
23196;5;3;34;2;2021;6;8;2;3;5;3;1;1;0;0;0;0;0;292561,439791265875101;5628274,610683050006628;6,058073543000035;50,769093669000029;5210628608100180000;0
23204;5;1;66;12;2021;9;16;6;3;0;3;1;0;0;0;1;0;0;320789,027999474667013;5691878,177998088300228;6,426439137000045;51,349879241000053;5210903514210040000;0
23208;5;1;66;32;2021;3;12;3;3;1;5;1;1;0;0;0;0;0;316671,149169812910259;5679326,770752782002091;6,373814581000033;51,235821981000072;5210309514110970000;1
23217;5;1;66;32;2021;6;18;5;3;5;3;1;1;0;0;0;0;0;313231,045999363064766;5681408,907997509464622;6,323506173000055;51,253408865000040;5210603514111590000;0
23220;5;3;34;28;2021;11;14;1;2;0;1;1;0;0;0;0;0;0;307161,920180564746261;5611466,923304893076420;6,273652526000035;50,623151291000056;5211114608328780000;1
23231;5;3;34;2;2021;11;9;7;3;2;6;1;1;0;0;0;0;0;293493,935289329849184;5630214,149429565295577;6,070190757000034;50,786845460000052;5211127608100370000;0
23232;5;1;66;32;2021;1;20;2;2;0;1;1;0;0;0;0;2;0;318941,262331049889326;5679640,131841490045190;6,406139589000077;51,239361670000051;5210111514110780000;0
23240;5;3;70;4;2021;5;14;6;3;0;7;1;0;0;0;1;0;0;313746,119819021783769;5660134,924975261092186;6,341890237000030;51,062483115000077;5210514610211120000;0
23241;5;3;34;36;2021;5;14;1;2;0;1;1;0;0;0;0;0;0;296510,707331920973957;5632239,121980957686901;6,111811165000063;50,806099069000027;5210502608436000000;0
23243;5;1;66;32;2021;6;10;4;3;0;6;1;1;0;0;0;0;0;316363,146706193685532;5685373,839404286816716;6,366302833000020;51,290041329000076;5210602514113080000;0
23249;5;1;54;12;2021;12;8;2;3;5;3;1;1;0;0;0;1;0;313994,741976529359818;5709216,042958196252584;6,319880662000060;51,503425563000064;5211206515210020000;1
23255;5;3;70;4;2021;1;9;5;3;5;3;1;1;0;0;0;0;0;305151,421999223530293;5664224,928996717557311;6,217178339000043;51,096366494000051;5210128610211970000;1
23265;5;1;54;8;2021;9;8;3;3;5;3;1;0;0;0;1;0;0;313969,685999403707683;5745236,692997377365828;6,300346321000063;51,826938779000045;5210921515111020000;0
23268;5;1;16;0;2021;10;8;5;3;5;3;1;1;0;0;0;0;0;319716,054848919622600;5677223,813618330284953;6,418442729000049;51,217901204000043;5211028506100590000;0
23272;5;3;34;2;2021;9;18;2;3;5;2;1;1;0;0;0;0;0;295899,376999025233090;5626789,883995633572340;6,106171022000069;50,756942568000056;5210906608200470000;0
23274;5;3;34;2;2021;3;8;3;3;5;2;1;1;0;0;0;0;0;294386,216206579469144;5628136,682306824252009;6,083993957000075;50,768504434000079;5210330608100980000;0
23283;5;3;34;2;2021;7;15;4;2;5;2;1;1;0;0;0;0;0;295205,826604983769357;5630280,182506270706654;6,094407985000032;50,788045664000038;5210707608200530000;0
23284;5;3;34;2;2021;9;6;4;3;3;2;1;1;0;0;0;2;0;293037,884998967871070;5631407,837995130568743;6,063057294000032;50,797403383000074;5210929608100570000;1
23286;5;3;34;2;2021;12;9;5;3;5;2;1;1;0;0;0;0;0;294159,732208833098412;5628166,903827322646976;6,080769511000028;50,768695557000058;5211209608100760000;0
23301;5;3;34;36;2021;4;16;6;3;5;3;1;1;0;0;0;0;0;299365,406356954015791;5636068,164149686694145;6,150180499000044;50,841485662000082;5210409608436080000;0
23335;5;3;34;2;2021;6;21;4;2;0;2;1;1;0;0;0;1;0;298712,511999080888927;5626755,668996050953865;6,146022430000073;50,757617607000043;5210602608200050000;1
23341;5;3;34;12;2021;12;13;3;3;3;6;1;1;0;0;0;0;0;307806,675186600536108;5634642,500482834875584;6,270679597000026;50,831544672000064;5211214608312730000;0
23351;5;1;54;44;2021;5;10;4;3;5;2;1;0;0;0;0;0;1;319409,546754776500165;5738234,901675581932068;6,382844409000029;51,765834269000038;5210519515111080000;0
23356;5;3;34;32;2021;4;14;5;3;5;3;1;1;0;0;0;0;0;303631,892999173142016;5626743,156996697187424;6,215690123000059;50,759190389000025;5210401608332180000;0
23358;5;1;54;28;2021;4;7;2;1;5;2;1;1;0;0;0;0;0;315149,808999401517212;5703958,211997613310814;6,339255830000070;51,456578406000062;5210426515210070000;0
23361;5;3;58;24;2021;3;8;4;3;5;3;1;1;0;0;0;0;0;314955,847999376244843;5644242,745997758582234;6,367229972000075;50,920115096000075;5210317609224970000;1
23367;5;1;16;0;2021;12;17;4;2;5;3;1;1;0;0;0;2;0;321146,515999473631382;5673408,627998147159815;6,440805042000022;51,184078459000034;5211201506100890000;1
23368;5;3;58;24;2021;2;14;5;2;5;3;1;1;0;0;0;0;0;311713,930999323725700;5645329,733997475355864;6,320596878000060;50,928830655000070;5210218609224160000;0
23369;5;3;34;2;2021;7;16;6;3;2;6;1;0;0;0;1;0;0;295208,404999011196196;5628377,302995514124632;6,095504253000058;50,770956295000076;5210709608100680000;0
23373;5;3;34;12;2021;2;15;5;3;5;3;1;1;0;0;0;0;0;306196,954267297871411;5633723,447786394506693;6,248333833000061;50,822752740000055;5210225608312870000;0
23374;5;3;34;12;2021;9;15;1;3;5;3;1;1;0;0;0;0;0;307066,358879687264562;5633454,344938179478049;6,260804302000054;50,820625836000033;5210926608312860000;0
23377;5;3;34;2;2021;3;21;3;2;9;1;1;0;0;0;0;2;0;300498,179610397666693;5625398,099011883139610;6,172043034000069;50,746040524000080;5210323608200160000;0
23386;5;3;34;24;2021;5;12;5;2;3;2;1;1;0;0;0;0;0;301235,323925683274865;5613921,778081521391869;6,188652138000066;50,643211690000044;5210520608324080000;0
23387;5;1;54;16;2021;10;7;4;3;5;3;1;1;0;0;0;1;0;302932,840302791446447;5728567,676076564937830;6,149834121000026;51,673464954000053;5211027515211490000;0
23395;5;1;66;24;2021;2;11;1;3;5;3;1;1;0;0;0;0;0;309599,083999305032194;5676670,438997168093920;6,274038709000024;51,209647217000054;5210221514114570000;0
23400;5;1;54;52;2021;4;11;6;2;5;3;1;0;0;0;0;0;1;308338,578547791577876;5702471,897989369928837;6,242139498000029;51,440964685000040;5210430515210070000;1
23403;5;3;34;4;2021;6;18;4;2;1;1;1;1;0;0;0;0;0;300437,667836624197662;5638282,600802833214402;6,164184237000029;50,861745838000047;5210602608404380000;0
23406;5;3;34;16;2021;5;22;5;2;0;1;1;0;0;0;0;2;0;296319,583999036811292;5634268,481995655223727;6,107975846000045;50,824258263000047;5210513608416060000;1
23422;5;1;16;0;2021;7;16;5;3;5;2;1;1;0;0;0;0;0;321504,648377208039165;5671274,786717835813761;6,446983546000070;51,165021469000067;5210708506100780000;0
23431;5;1;54;12;2021;3;13;6;3;5;3;1;1;0;0;0;0;0;312463,859303046017885;5707475,961572097614408;6,298773295000046;51,487290794000046;5210319515210060000;0
23432;5;3;70;20;2021;10;15;4;2;5;2;1;0;0;0;0;0;1;303355,321388765238225;5660261,957953363656998;6,193715011000052;51,060159740000074;5211006610221870000;0
23433;5;1;54;36;2021;9;15;2;3;5;3;1;1;0;0;0;0;0;303595,102888715453446;5742126,889848021790385;6,151749315000075;51,795462354000051;5210913515110330000;0
23458;5;3;34;36;2021;1;17;4;3;5;3;1;1;0;0;0;2;0;298028,312999072484672;5634961,467995908111334;6,131823540000028;50,831080809000071;5210120608436470000;1
23481;5;1;54;40;2021;6;14;1;2;5;3;1;1;0;0;0;0;0;292242,006435154005885;5742584,571015287190676;5,987072215000069;51,795471048000081;5210613515110390000;0
23482;5;1;16;0;2021;9;16;5;3;5;3;1;1;0;0;0;0;0;317178,156999418511987;5673593,414997864514589;6,383990957000037;51,184483143000080;5210916506100890000;0
23484;5;1;16;0;2021;9;15;2;2;0;6;1;0;0;0;0;0;0;318369,177231706678867;5667968,638062590733171;6,403853877000074;51,134335386000032;5210920506100580000;0
23489;5;3;70;40;2021;10;0;7;3;0;1;1;0;0;0;0;2;0;307866,547389838844538;5672907,022108919918537;6,251277892000076;51,175264676000040;5211002610212740000;1
23490;5;3;70;12;2021;10;13;7;3;5;2;1;1;0;0;0;0;0;303907,949999195523560;5653291,681996615603566;6,205361712000069;50,997743545000048;5211016610121930000;0
23493;5;1;54;64;2021;2;16;1;2;0;7;1;0;0;0;0;0;0;301187,481365029700100;5721756,739669907838106;6,128494440000054;51,611686564000081;5210221515212880000;1
23503;5;1;66;20;2021;5;9;1;3;0;1;1;0;0;0;0;0;0;301524,628627001307905;5678876,532565971836448;6,157365568000046;51,226711937000061;5210509514124980000;0
23521;5;3;34;32;2021;5;19;4;2;0;1;1;0;0;0;0;0;0;302425,477149521000683;5628274,316837837919593;6,197784023000054;50,772534005000068;5210512608332870000;0
23540;5;3;34;12;2021;5;9;4;3;5;3;1;1;0;0;0;0;0;307594,433283223770559;5633722,994939116761088;6,268151670000066;50,823214680000035;5210512608312190000;0
23542;5;1;54;12;2021;5;15;6;3;0;7;1;0;0;0;0;0;0;309002,703241166658700;5713220,038618650287390;6,245869415000072;51,537722000000031;5210514515210590000;0
23545;5;1;16;0;2021;1;12;3;3;5;3;1;1;0;0;0;0;0;320380,822999463416636;5671553,804998099803925;6,430787412000029;51,167176199000039;5210112506100090000;1
23550;5;3;58;32;2021;9;14;3;3;2;2;1;1;0;0;0;0;0;315133,254207105375826;5632682,648583387956023;6,375592634000043;50,816324811000072;5210914609132650000;0
23554;5;1;16;0;2021;12;5;4;3;1;5;1;1;0;0;0;2;0;321011,220235998742282;5672166,166643003001809;6,439489927000068;51,172874794000052;5211201506100770000;1
23556;5;3;34;36;2021;12;19;4;3;5;7;1;1;0;0;0;2;0;299013,459140516817570;5632043,220857182517648;6,147393460000046;50,805213069000047;5211229608436680000;1
23558;5;3;34;2;2021;11;17;4;3;0;5;1;1;0;0;0;2;0;299739,578616038896143;5628958,972137605771422;6,159366560000024;50,777762503000076;5211117608200450000;1
23564;5;3;34;12;2021;5;12;4;3;5;3;1;1;0;0;0;0;0;308197,853999259881675;5633030,721997175365686;6,277070855000034;50,817196439000043;5210512608312080000;0
23571;5;3;34;2;2021;3;17;7;3;5;3;1;1;0;0;0;0;0;292236,463275277055800;5630272,820398874580860;6,052342309000039;50,786923191000028;5210306608100090000;0
23578;5;1;16;0;2021;10;16;7;2;5;3;1;1;0;0;0;0;0;320243,523999463766813;5675321,129998084157705;6,426940877000050;51,200975504000041;5211023506100090000;1
23582;5;1;66;32;2021;2;7;6;3;5;2;1;1;0;0;0;0;0;316873,979699423536658;5684903,419042253866792;6,373862059000032;51,285980206000033;5210226514113580000;1
23586;5;1;16;0;2021;6;20;5;3;5;3;1;1;0;0;0;0;0;320763,360245184041560;5671391,745162039995193;6,436333982000065;51,165840366000054;5210617506100780000;0
